titulo,brand,pantalla_tamano_pulgadas,precio_min,precio_max,precio_mean
Ankermann Ryzen Gaming V3 | Ryzen 5 7500F | RTX 4060 Ti 8GB | 32GB DDR5 | 1TB SSD | Windows 11 | WLAN | Libre Office,Ankermann,,999.0,1069.0,1034.0
"ASUS NUC 12 Pro Tall
Kit (90AR00E1-M00030)",ASUS,,315.86,516.41,416.13
"Lenovo ThinkCentre M70q G3
11T3002PSP",Lenovo,,531.95,702.65,617.3
"HP Elite Tower 600 G9
628V3ET",HP,,668.57,1491.27,1079.92
"Medion Akoya S23005
MD35343",Medion,,520.49,570.71,545.6
"MSI Cubi 12M
5 12M-252ES",MSI,,529.96,829.32,679.64
"Dell Inspiron 3030 Desktop
1D23K",Dell,,571.05,770.96,671.0
"iggual SFF PSIPCH
PSIPCH601",iggual,,300.57,374.99,337.78
Acer Veriton X4 VX4715GT,Acer,,704.2,1013.49,858.85
Zotac ZBOX CI,Zotac,,766.9,789.13,778.01
Apple Mac Studio 2022,Apple,,3877.99,4453.07,4165.53
"ASUS NUC 12 Pro Tall
Kit (90AR00E1-M00080)",ASUS,,454.9,601.03,527.96
"Lenovo Legion T7 34
90Q9009YPR",Lenovo,,2659.89,3441.79,3050.84
"HP Elite Tower 600 G9
628V2ET",HP,,922.28,1326.59,1124.43
Medion Erazer Recon E20,Medion,,619.0,723.48,671.24
"MSI Cubi N ADL
ADL-001EU",MSI,,282.29,354.34,318.31
"Dell OptiPlex 7020 MFF
43G0G",Dell,,628.27,844.28,736.27
"iggual ST PSIPCH
PSIPCH513",iggual,,345.27,475.02,410.14
"Acer Veriton S S2680G
DT.VV2EB.004",Acer,,834.79,850.35,842.57
"ASUS NUC 13 Pro Slim
Kit (90AR0081-M00010)",ASUS,,549.9,599.88,574.89
"Lenovo ThinkCentre M90s Gen4
12HQ0008SP",Lenovo,,933.23,1101.99,1017.61
"HP Pro Mini 260 G9
623N2ET",HP,,504.17,658.18,581.17
"Medion Akoya T80
MD35423",Medion,,470.07,685.54,577.8
"MSI PRO DP10 13
13M-055EU",MSI,,400.5,659.0,529.75
"Dell Precision T3680
HNW48",Dell,,1476.24,2149.5,1812.87
iggual ST PSIPCH,iggual,,289.16,795.65,542.4
"Acer Aspire XC-840
DT.BH6EB.006",Acer,,415.01,480.0,447.5
"ASUS ExpertCenter PN52
PN52-BBR556HD",ASUS,,319.64,733.68,526.66
"Lenovo ThinkCentre Neo 50s Gen 4 SFF
12JH0011SP",Lenovo,,757.15,1059.66,908.4
"HP Victus 15L
TG02-0108NS",HP,,801.29,946.99,874.14
"MSI Cubi 12M
5 12M-254ES",MSI,,605.76,664.66,635.21
"Dell OptiPlex 7020 Tower
02W5D",Dell,,686.69,944.17,815.43
"iggual ST PSIPCH
PSIPCH511",iggual,,358.43,438.98,398.71
"ASUS NUC 12 Pro Slim
Kit (90AR00D1-M00090)",ASUS,,589.7,690.48,640.09
"Lenovo ThinkCentre Neo 50q Gen4
12LN000ASP",Lenovo,,603.64,814.88,709.26
"HP Workstation Z2 G9 Tower
996Y0ET",HP,,1463.71,2104.47,1784.09
"MSI Cubi 5
12M-020BDE",MSI,,653.26,1000.51,826.88
Dell Precision T3680,Dell,,1262.8,2379.77,1821.28
"ASUS NUC 14 Pro Tall
Kit (90AR0072-M00040)",ASUS,,402.55,525.68,464.12
"Lenovo Legion T5 26
90RC0174ES",Lenovo,,908.82,1480.22,1194.52
HP Elite Mini 800 G9,HP,,769.99,3298.99,2034.49
"MSI PRO DP10 13
13M-002EU",MSI,,695.08,983.03,839.06
"Dell OptiPlex 7020 MFF
J4W1J",Dell,,539.9,765.21,652.56
"ASUS NUC 13 Pro Slim
Kit (90AR00A1-M00010)",ASUS,,628.9,752.23,690.57
"Lenovo ThinkCentre M70q Gen4
12E30055SP",Lenovo,,502.02,649.35,575.68
"HP Elite Mini 800 G9
622R6ET",HP,,1068.5,1531.98,1300.24
"MSI Pro DP21 13M
13M-488EU",MSI,,748.0,807.1,777.55
"Dell OptiPlex 5000 SFF
DFJD5",Dell,,861.49,1102.21,981.85
"ASUS NUC 13 Pro Tall
Kit (90AR00C1-M000B0)",ASUS,,508.35,775.36,641.86
"Lenovo ThinkCentre M70s SFF Gen 3
12DT003BSP",Lenovo,,852.03,1180.98,1016.5
"HP 290 PRO G9 Tower
623N4ET",HP,,547.68,717.11,632.39
"MSI MAG Infinite S3
14NUE5-1625ES",MSI,,1549.01,1549.01,1549.01
Dell ThinkCentre M70t D1J12,Dell,,1753.72,2466.82,2110.27
"ASUS PN51
PN51-S1-B5325AD",ASUS,,430.91,683.29,557.1
"Lenovo ThinkCentre M90s Gen3
11TX0003SP",Lenovo,,620.75,813.43,717.09
"HP Omen 40L GT21
GT21-0076ns",HP,,899.0,1529.03,1214.01
Dell Workstation Precision 3460 JKPJP,Dell,,1405.51,1988.49,1697.0
"ASUS PN51
PN51-BB353MDS1",ASUS,,372.89,521.46,447.18
"Lenovo ThinkCentre neo 50t
11SE00BYSP",Lenovo,,655.02,871.02,763.02
"HP ProDesk 400 G9
6U3K0EA",HP,,1067.04,1450.18,1258.61
Dell Precision 3460 SFF,Dell,,1067.85,2741.95,1904.9
ASUS Chromebox 5-S3006UN 90MS02N1-M00160,ASUS,,584.14,686.99,635.57
"Lenovo ThinkCentre Neo 50s Gen 4 SFF
12JH000SSP",Lenovo,,555.23,723.99,639.61
"HP Elite Mini 600 G9
6D361EA",HP,,732.37,896.56,814.46
"Dell Inspiron 3030 Small Desktop
T2N0F",Dell,,607.51,814.27,710.89
"ASUS ExpertCenter PN52
PN52-BBR758HD",ASUS,,343.49,776.8,560.14
"Lenovo ThinkCentre M75q Gen 5 Tiny
12RQ0013SP",Lenovo,,758.05,838.49,798.27
"HP Victus 15L
TG02-0063ns",HP,,791.0,1461.02,1126.01
"ASUS PN50
PN50-BB5135MD",ASUS,,429.83,563.32,496.58
"Lenovo ThinkCentre M70q Gen4
12E3004QSP",Lenovo,,685.58,767.95,726.77
"HP Elite Tower 800 G9
7B0D2EA",HP,,1027.53,1500.4,1263.97
"ASUS PB63
PB63-B5046AH",ASUS,,733.11,1050.52,891.82
Lenovo IdeaCentre G5,Lenovo,,622.06,1956.99,1289.53
"HP Victus 15L
TG02-0167ns",HP,,901.01,1110.62,1005.81
"ASUS VivoMini PN41
PN41-BC033ZVS1",ASUS,,297.83,352.55,325.19
Lenovo Legion T5 26,Lenovo,,799.0,3473.14,2136.07
"HP OMEN 25L GT15
GT15-0028ns",HP,,1033.96,1223.99,1128.97
ASUS Chromebox 4 G3006UN,ASUS,,559.9,720.99,640.44
Lenovo ThinkCentre Neo 50q Gen4,Lenovo,,299.59,890.38,594.99
"HP Pro 400 G9 Tower
99Q86ET",HP,,986.23,1431.37,1208.8
"ASUS NUC 14 Pro+
90AS0061-M001Y0",ASUS,,964.68,1194.53,1079.61
"Lenovo ThinkStation P620
30E0003EFR",Lenovo,,7327.45,7327.45,7327.45
HP Pavilion TP01,HP,,609.99,1400.37,1005.18
"ASUS NUC 14 Pro Slim
Kit (90AR0062-M000E0)",ASUS,,667.66,825.83,746.75
"Lenovo ThinkStation P358
30GL004XSP",Lenovo,,1233.43,1233.43,1233.43
HP 290 PRO G9 Tower,HP,,443.4,1242.99,843.19
"ASUS NUC 12 Pro Slim
Kit (90AR00D1-M00060)",ASUS,,431.17,521.59,476.38
"Lenovo ThinkStation P360 Ultra
30G1003GSP",Lenovo,,1699.0,2500.99,2099.99
"HP Victus 15L
TG02-0029ns",HP,,487.99,548.51,518.25
"ASUS NUC 14 Pro+
90AS0061-M001C0",ASUS,,1444.95,2548.93,1996.94
"Lenovo ThinkCentre neo 50s
11T0003SSP",Lenovo,,489.46,632.89,561.17
"HP M01
M01-F2055ns",HP,,489.22,540.14,514.68
"ASUS ExpertCenter D5 SFF
D500SEES-313100027X",ASUS,,529.77,639.99,584.88
"Lenovo ThinkStation P3 Tower
30GS000VSP",Lenovo,,1507.17,1772.99,1640.08
HP Elite Tower 800 G9,HP,,1005.0,3778.27,2391.64
"ASUS NUC 14 Pro+
90AS0061-M00120",ASUS,,1309.27,1384.08,1346.67
"Lenovo ThinkCentre M90q Gen3
11U50009SP",Lenovo,,923.69,1090.99,1007.34
"HP ProDesk 400 G9
628R5ET",HP,,748.31,792.99,770.65
ASUS ROG Strix G16CH,ASUS,,2142.32,5092.69,3617.51
"Lenovo ThinkCentre M70q Tiny Gen2
11MY00B5SP",Lenovo,,752.95,832.99,792.97
"HP Workstation Z2 G9 Tower
5F175EA",HP,,1708.04,2129.99,1919.01
ASUS NUC 14 Pro Slim,ASUS,,386.98,1599.78,993.38
Lenovo ThinkStation P620,Lenovo,,2282.19,9129.2,5705.7
"HP Elite Mini 800 G9
622R5ET",HP,,932.23,1275.95,1104.09
"ASUS NUC 12 Pro Slim
Kit (90AR00D1-M000F0)",ASUS,,642.58,741.24,691.91
Lenovo ThinkStation P358,Lenovo,,1233.43,3127.99,2180.71
HP Workstation Z4 G5,HP,,2099.05,14849.53,8474.29
"ASUS Vivo Mini PN64
PN64-BB3012MD",ASUS,,353.78,465.91,409.85
"Lenovo ThinkCentre M75q Gen 5 Tiny
12RQ0016SP",Lenovo,,906.11,1089.2,997.65
"HP Slim S01
S01-pF2034ns",HP,,527.0,598.99,563.0
"ASUS ExpertCenter PN52
PN52-BBR959XD",ASUS,,615.02,764.31,689.66
"HP Workstation Z4 G5
82F55ET",HP,,2537.94,3732.63,3135.28
ASUS NUC 14 Pro Tall,ASUS,,396.54,1791.8,1094.17
"HP OMEN 25L GT15
GT15-0050ns",HP,,1072.18,1223.86,1148.02
"ASUS NUC 13 Pro Slim
90AS0031-M00040",ASUS,,711.48,770.33,740.9
"HP Elite SFF 600 G9
628V5ET",HP,,1025.28,1364.49,1194.88
"ASUS NUC 14 Pro Slim
Kit (90AB1TNK-MB8C20)",ASUS,,478.91,537.67,508.29
"HP Elite SFF 600 G9
628V4ET",HP,,973.0,1234.49,1103.74
"ASUS Vivo PN53
Mini-PC PN53-S5064MD",ASUS,,721.28,882.83,802.06
"HP Workstation Z2 G9 Tower
865K4ET",HP,,1463.71,2034.87,1749.29
ASUS ROG Strix GA35,ASUS,,2566.0,3033.93,2799.97
"HP Omen 40L GT21
GT21-0057ns",HP,,1032.18,1144.11,1088.14
"ASUS Vivo PN53
PN53-S7065MD",ASUS,,849.42,947.91,898.66
"HP ProDesk 400 G9
628R4ET",HP,,800.0,941.07,870.54
"ASUS ExpertCenter PN42
PN42-SN100AD",ASUS,,369.09,408.82,388.95
"HP Pavilion TP01
TP01-3008ns",HP,,776.73,971.04,873.88
"ASUS Vivo Mini PN64
PN64-BB5013MD",ASUS,,495.72,686.06,590.89
"HP OMEN 25L GT15
GT15-0044ns",HP,,1120.15,1488.31,1304.23
"ASUS Vivo Mini PN64
PN64-BB7014MD",ASUS,,745.89,930.99,838.44
"HP Omen 40L GT21
GT21-0030ns",HP,,1415.22,1742.46,1578.84
"ASUS Chromebox 4-G5007UN
90MS0252-M00070",ASUS,,657.26,1148.0,902.63
"HP Elite SFF 600 G9
6U3K3EA",HP,,804.72,985.19,894.96
"ASUS NUC 12 Pro Tall
Kit (90AR00E1-M000J0)",ASUS,,566.14,707.54,636.84
"HP Slim S01
S01-pF3016ns",HP,,507.53,634.65,571.09
ASUS NUC 13 Rugged Tall BNUC13BRFA200B02I (90AS0021-M000M0),ASUS,,337.01,405.02,371.01
"HP OMEN 25L GT15
GT15-1074ns",HP,,1399.0,1399.0,1399.0
"HP OMEN 25L GT15
GT15-1094ns",HP,,1499.0,2222.0,1860.5
"HP ProDesk 400 G9
628S1ET",HP,,1052.43,1052.43,1052.43
Lenovo IdeaCentre 5 14IMB05,Lenovo,,459.0,697.49,578.25
PC Racing Top Gaming AMD Ryzen 5 7600X/ 32GB/2TB SSD/RTX 4060Ti (8436608036790),PC,,1343.95,1369.99,1356.97
PcCom Ready Ryzen 7 5800X 32GB 1TB SSD,PcCom,,1229.0,1229.0,1229.0
"Shuttle XPC Cube
SH570R6",Shuttle,,310.79,398.79,354.79
ASUS Vivo Mini PN64,ASUS,,353.78,1238.63,796.21
"Acer Veriton 2000 Compact Tower VX2720G
DT.R31EB.004",Acer,,655.31,722.07,688.69
"Apple Mac Studio 2023
MQH63Y/A",Apple,,4265.43,5885.4,5075.41
"HP Slim S01
S01-pF2044ns",HP,,459.0,459.0,459.0
"Intel NUC 12
NUC12WSKv7",Intel,,599.99,795.83,697.91
MSI PRO DP10 13,MSI,,400.5,1282.49,841.5
"Corsair ONE i500
CS-9020037-PE",Corsair,,5499.99,5499.99,5499.99
Leotec N100 8Gb 128Gb,Leotec,,222.0,392.7,307.35
"Dell Optiplex 7020 SFF
Plus DRVX9",Dell,,1116.7,1564.72,1340.71
Medion Erazer Bandit P20,Medion,,1099.99,2363.31,1731.65
Huawei MateStation B515,Huawei,,420.43,688.55,554.49
"Zone Evil AMD Ryzen 5 4650G (24A520R)
24A520R5V71TB",Zone,,367.94,555.68,461.81
Nitropc Boost Nitro AMZ-BO-NI,Nitropc,,2836.02,2899.99,2868.01
Aures Gaming Basilisk A76X,Aures,,1146.9,1583.89,1365.39
ASRock DeskMini H470 Barebone,ASRock,,337.0,492.0,414.5
iiyama OPC51204BC-1,iiyama,,603.06,926.93,764.99
Primux Iox M42,Primux,,144.25,182.86,163.56
"Zotac Magnus One ECM
ECM53060C",Zotac,,1056.24,1104.12,1080.18
"Ouvis F1A
125H / 16GB / 1TB / Windows",Ouvis,,558.99,911.82,735.4
"GigaByte BRIX GB-BR
GB-BSi5-1135G7",GigaByte,,494.0,619.77,556.88
Minisforum UM870 Slim,Minisforum,,369.0,529.0,449.0
VIST Gaming PC Ryzen 7 5700X RTX 4060 32GB SSD 1TB WIFI W11,VIST,,904.9,904.9,904.9
"Beelink Mini S12
N95 8GB + 256GB",Beelink,,189.0,189.0,189.0
Blackview MP60 (N95 + 16GB RAM + 1TB SSD),Blackview,,175.99,175.99,175.99
Ankermann Gaming V1 | i7-8700 | RTX 3060 8GB | 32GB | 1TB SSD | Windows 11 | WLAN | MS Office 2024,Ankermann,,749.0,829.0,789.0
Vibox V-80 Gaming PC Ryzen 5 4500 / RTX 3060 Ti,Vibox,,959.95,959.95,959.95
Actina ENDORFY 14600KF / 32GB / 1TB / RTX4080SUPER / 850W,Actina,,2213.9,2213.9,2213.9
BEASTCOM Q3-515,BEASTCOM,,649.9,649.9,649.9
"Geekom AX8 Pro
8845HS 32GB + 1TB",Geekom,,829.0,2247.5,1538.25
Hyper Byte Office PC i5 / 8GB / 240GB / Win 11 Pro,Hyper,,259.9,259.9,259.9
GREED Multimedia PC i7- 4790 / 16GB / 240GB / 1TB / DVD RW / Windows 11 Pro,GREED,,429.9,429.9,429.9
Lenovo ThinkCentre M90q Gen4,Lenovo,,811.32,1649.85,1230.59
PC Racing Gaming Top Intel Core i5-12600KF/32GB/1TB SSD/RTX 4060 Ti (8436608035748),PC,,1156.98,1249.99,1203.49
PcCom Imperial 32GB 2TB SSD RTX 4070,PcCom,,2029.0,2029.0,2029.0
Shuttle XPC Cube,Shuttle,,232.95,559.98,396.47
"ASUS NUC 14 Pro+
Kit (90AR0051-M000J0)",ASUS,,834.88,1040.44,937.66
"Acer Veriton 2000 Compact Tower VX2720G
DT.R31EB.006",Acer,,897.69,984.56,941.12
"HP Pro Mini 260 G9
884F4EA",HP,,456.67,831.95,644.31
Intel NUC 7,Intel,,210.0,616.8,413.4
"MSI MPG Infinite X2 13F
13FNUG-032XES",MSI,,3999.0,5107.92,4553.46
"Corsair ONE i500
CS-9020039-PE",Corsair,,3599.99,4299.0,3949.49
Leotec MiniPC N100 12GB 256GB,Leotec,,236.0,284.99,260.5
"Dell OptiPlex 7020 MFF
TWXN4",Dell,,449.9,533.99,491.94
Medion Erazer Recon P20,Medion,,931.0,1266.35,1098.67
Zone Evil Office Plus Slim 22AH510I,Zone,,354.13,515.53,434.83
Minisforum UM780 XTX (64GB + 1TB),Minisforum,,529.0,529.0,529.0
VIST Nexus Pro PC Ryzen 9 5900X RTX 4070Ti Super 32GB SSD 1TB WiFi6 BT W11 USB C DLSS 3,VIST,,1811.9,1811.9,1811.9
Beelink SER9 (Ryzen AI 9 HX 370 32GB + 1TB),Beelink,,1369.0,1369.0,1369.0
Ankermann Gaming PC (4260561745666),Ankermann,,1082.5,1082.5,1082.5
GREED MK2 Pro - High End Gaming PC - Ryzen 7 5700X - RTX 4070 12GB - 32GB DDR4 - 1TB SSD - RGB - WLAN - Win 11 Pro,GREED,,1399.9,1399.9,1399.9
Lenovo ThinkCentre M70s Gen 4,Lenovo,,622.0,1344.1,983.05
PcCom Imperial 32GB RAM 2TB SSD RTX 4070,PcCom,,1863.54,1899.0,1881.27
"ASUS ROG NUC 14
90AS0051-M00100",ASUS,,2091.37,2630.69,2361.03
Acer Altos P10 F9,Acer,,768.92,1777.72,1273.32
"HP Workstation Z2 G9 Tower
996Y7ET",HP,,1659.22,2422.49,2040.86
"Intel NUC 13
NUC13RNGi7",Intel,,1311.9,1590.99,1451.45
"MSI Cubi 12M
5 12M-255ES",MSI,,419.95,701.57,560.76
"Leotec N100 8Gb 128Gb
red",Leotec,,222.0,392.7,307.35
"Dell Precision 5860 Tower
Y3FRW",Dell,,2764.97,3394.51,3079.74
Medion ERAZER Engineer X20,Medion,,1782.0,2218.4,2000.2
"Zone Evil Silver 12AB550R
12AB550R529",Zone,,859.03,883.2,871.12
Minisforum UM773 Lite (32GB RAM / 1TB SSD),Minisforum,,463.99,463.99,463.99
Lenovo ThinkCentre Neo 50s Gen 4 SFF,Lenovo,,496.99,1059.66,778.33
ASUS PN51,ASUS,,241.69,1477.33,859.51
"Acer Veriton X2 VX2715G
DT.R0QEB.00B",Acer,,734.04,1019.85,876.94
"HP Elite SFF 800 G9
99A90ET",HP,,986.23,1383.4,1184.82
"Intel NUC 13
NUC13ANKI3",Intel,,410.99,776.88,593.93
"MSI Pro DP21 13M
13M-486EU",MSI,,829.95,1180.91,1005.43
"Leotec N100 8Gb 128Gb
grey",Leotec,,222.0,273.99,248.0
"Dell Inspiron 3030 Small Desktop
J3MM1",Dell,,529.9,778.58,654.24
"Medion Erazer Recon P20
10025421",Medion,,931.0,1266.35,1098.67
"Zone Evil ZE160892
ZE-160892-D",Zone,,784.25,883.79,834.02
Minisforum UM773 Lite,Minisforum,,389.0,389.0,389.0
Lenovo ThinkCentre M70q G3,Lenovo,,531.95,1187.99,859.97
ASUS NUC 12 Pro Tall,ASUS,,315.86,839.52,577.69
"Acer Veriton X4 VX4715GT
DT.R1AEB.005",Acer,,704.2,990.49,847.35
"HP Workstation Z2 G9 Tower
996Y6ET",HP,,1708.04,2485.43,2096.73
"Intel NUC 13
NUC13ANKI70QC",Intel,,1146.35,1498.45,1322.4
"MSI Cubi 5
12M-021BDE",MSI,,570.38,832.35,701.37
"Leotec MiniPC N100 12GB 256GB
silver",Leotec,,237.0,284.99,261.0
"Dell Inspiron 3030 Desktop
DVDXH",Dell,,594.33,827.03,710.68
"Zone Evil ZE-160937
ZE-160937-F",Zone,,881.16,957.98,919.57
Lenovo ThinkStation P360 Ultra,Lenovo,,1289.0,2625.55,1957.28
"ASUS NUC 12 Pro Slim
Kit (90AR00D1-M00040)",ASUS,,453.9,486.75,470.32
"Acer Altos P10 F9
DT.L0NEB.007",Acer,,768.92,1088.58,928.75
"HP Workstation Z2 G9 Tower
996Y4ET",HP,,1952.19,2792.76,2372.48
"MSI Cubi NUC 1M
1M-036ES",MSI,,519.95,652.7,586.33
"Dell Inspiron 3030 Small Desktop
6C7RM",Dell,,484.42,633.99,559.21
"Zone Evil ZE-160937
ZE-160937-D",Zone,,1217.73,1323.12,1270.42
Lenovo ThinkCentre M70s Gen 5,Lenovo,,695.26,1031.99,863.62
"ASUS NUC 14 Pro+
Kit (90AR0051-M000A0)",ASUS,,763.21,888.95,826.08
"Acer Altos P10 F9
DT.L0NEB.006",Acer,,886.48,1196.02,1041.25
"HP ProDesk 400 G9
99Q61ET",HP,,645.49,905.75,775.62
"MSI Cubi NUC 1M
1M-036BE",MSI,,289.95,419.99,354.97
Dell OptiPlex 7020 Tower,Dell,,686.69,1165.38,926.04
"Lenovo ThinkStation P360 Ultra
30G1003HSP",Lenovo,,1289.0,1986.49,1637.74
"ASUS ROG NUC 14
90AS0051-M00050",ASUS,,1982.41,2185.13,2083.77
Acer Nitro N50-650,Acer,,898.99,1777.99,1338.49
"HP Workstation Z4 G5
82F57ET",HP,,10252.84,14849.53,12551.19
"MSI MAG Infinite S3
13NUE-1062XES",MSI,,1614.05,2199.54,1906.8
"Dell Optiplex 7020 SFF
FMCJT",Dell,,629.26,880.83,755.05
Lenovo ThinkCentre neo 50t,Lenovo,,655.02,874.0,764.51
"ASUS ExpertCenter PN42
PN42-SN200AD",ASUS,,422.46,436.21,429.33
"HP Z1 G9 Tower
996X5ET",HP,,1903.36,2535.95,2219.65
"MSI Cubi 12M
12M-268ES",MSI,,349.94,615.59,482.76
"Dell Precision T3680
HJC5Y",Dell,,1262.8,1787.64,1525.22
Lenovo ThinkCentre M70q Tiny Gen2,Lenovo,,608.2,1668.92,1138.56
"ASUS NUC 12 Pro Tall
Kit (90AR00E1-M00010)",ASUS,,343.54,448.8,396.17
HP Z2 SFF G9 Workstation,HP,,1059.0,3443.17,2251.09
"MSI Cubi 12M
5 12M-257ES",MSI,,439.96,646.35,543.15
Dell OptiPlex 3000 Thin Client,Dell,,374.11,1008.3,691.2
"Lenovo ThinkCentre Neo 50t Gen4
12JD001GSP",Lenovo,,762.08,973.47,867.78
"ASUS NUC 12 Pro Tall
Kit (90AR00E1-M000B0)",ASUS,,491.9,495.67,493.78
"HP OMEN 25L GT15
GT15-1099ns",HP,,1411.0,1612.76,1511.88
"MSI Cubi NUC 1M
1M-035ES",MSI,,559.95,726.95,643.45
"Dell Precision 3460 SFF
0339X",Dell,,1370.95,1908.84,1639.89
"Lenovo ThinkCentre M70s Gen 5
12U80006SP",Lenovo,,757.86,837.0,797.43
ASUS Vivo PN53,ASUS,,583.99,1019.72,801.86
"HP Elite Mini 600 G9
623S4ET",HP,,986.46,1137.89,1062.18
MSI Cubi NUC 1M,MSI,,289.95,1459.66,874.81
"Dell OptiPlex 7020 MFF
2J49T",Dell,,842.91,1158.04,1000.47
"Lenovo ThinkEdge SE30
11NA002VSP",Lenovo,,1281.26,1971.71,1626.49
"ASUS NUC 14 Pro+
Kit (90AR0051-M00040)",ASUS,,566.14,701.56,633.85
"HP Omen 40L GT21
GT21-1036ns",HP,,1899.0,2319.98,2109.49
"MSI Cubi NUC 1M
1M-034ES",MSI,,579.95,778.95,679.45
"Dell OptiPlex 7010 Micro
6GXT1",Dell,,637.05,780.41,708.73
Lenovo ThinkCentre M90q Gen3,Lenovo,,923.69,2080.05,1501.87
"ASUS ROG Strix GA35
GA35DX-SP006D",ASUS,,2566.0,3033.93,2799.97
"HP Z1 G9 Tower
996X6ET",HP,,2098.68,2967.24,2532.96
MSI Pro DP21 13M,MSI,,527.97,1319.46,923.72
"Dell Optiplex 7020 SFF
NNV5D",Dell,,601.78,901.77,751.77
Lenovo ThinkCentre M70q Gen4,Lenovo,,502.02,1175.58,838.8
"ASUS NUC 14 Pro Tall
Kit (90AR0072-M000P0)",ASUS,,558.23,678.55,618.39
"HP Victus 15L
A30Y9EA",HP,,1338.49,1508.8,1423.64
"MSI Trident X
MEG Trident X 12VTF-204IT",MSI,,5252.89,5789.0,5520.94
"Dell OptiPlex 7010 Micro
VF1XH",Dell,,512.5,853.73,683.12
"Lenovo ThinkCentre M70q Gen4
12E3000CSP",Lenovo,,662.67,928.26,795.46
"ASUS NUC 13 Pro Tall
Kit (90AR00C1-M00040)",ASUS,,363.3,445.04,404.17
"HP Workstation Z2 G9 Tower
996Y1ET",HP,,1805.7,2586.27,2195.99
"MSI PRO DP10 13
13M-001EU",MSI,,883.79,1195.65,1039.72
Lenovo ThinkCentre M70q Gen5,Lenovo,,493.79,1132.88,813.34
"ASUS NUC 12 Pro Slim
Kit (90AR00D1-M000D0)",ASUS,,639.73,848.3,744.01
"HP Pro 400 G9 Tower
99Q59ET",HP,,666.14,967.34,816.74
MSI MEG Trident X2 14,MSI,,4216.86,7900.0,6058.43
"Lenovo IdeaCentre G5
17ACN7 (90TQ0056ES)",Lenovo,,817.38,1547.86,1182.62
"ASUS NUC 14 Pro Tall
Kit (90AR0072-M001P0)",ASUS,,678.41,827.06,752.73
"HP Pro 400 G9 Tower
99Q58ET",HP,,759.78,968.39,864.09
"Lenovo IdeaCentre 3
07ACH7 90U9001YES",Lenovo,,409.0,598.13,503.56
"ASUS ExpertCenter D5 SFF
D500SEES-513500073X",ASUS,,609.77,667.99,638.88
"HP Pro Mini 400 G9
A54WNET",HP,,971.22,1107.99,1039.61
"Lenovo ThinkCentre neo 50s
11T000F6SP",Lenovo,,700.0,705.6,702.8
"ASUS ROG Strix G16CH
G16CH-1370KF0080",ASUS,,3673.9,4059.04,3866.47
"HP Z2 Mini G9 Workstation
996Y8ET",HP,,1513.12,2142.18,1827.65
Lenovo ThinkStation P3 Ultra,Lenovo,,1252.86,5192.07,3222.46
"ASUS NUC 13 Pro Tall
Kit (90AR00C1-M000K0)",ASUS,,644.34,864.32,754.33
"HP M01
Desktop-F3002ns",HP,,421.85,569.0,495.43
"Lenovo ThinkCentre M70s Gen 4
12DT0021SP",Lenovo,,683.19,923.54,803.37
"ASUS NUC 14 Pro Tall
90AS0081-M000R0",ASUS,,846.82,1557.15,1201.99
"HP Elite SFF 800 G9
99A91ET",HP,,1244.37,1739.8,1492.09
Lenovo ThinkCentre M70s SFF Gen 3,Lenovo,,852.03,1265.99,1059.01
"ASUS NUC 13 Pro Slim
Kit (90AR0031-M00010)",ASUS,,355.93,474.93,415.43
"HP Z2 Mini G9 Workstation
996X8ET",HP,,2196.7,3000.98,2598.84
"Lenovo IdeaCentre 5 14IMB05
90RX008PES",Lenovo,,540.0,697.49,618.75
"ASUS NUC 13 Pro Slim
Kit (90AR00A1-M00080)",ASUS,,769.18,869.99,819.59
"HP Elite Mini 800 G9
622X4ET",HP,,1141.11,1571.73,1356.42
Lenovo ThinkCentre M90s Gen4,Lenovo,,446.12,1371.64,908.88
ASUS VivoMini PN41,ASUS,,221.13,529.0,375.06
"HP ProDesk 400 G9
628R6ET",HP,,715.83,897.45,806.64
"Lenovo ThinkCentre M90q Gen4
12EH000ESP",Lenovo,,811.32,1370.02,1090.67
"ASUS NUC 14 Pro Slim
Kit (90AR0062-M00090)",ASUS,,538.9,629.82,584.36
"HP Z2 SFF G9 Workstation
996Y3ET",HP,,1207.63,1866.91,1537.27
Lenovo ThinkStation P3 Tower,Lenovo,,1190.7,7232.39,4211.55
"ASUS NUC 13 Pro Tall
Kit (90AR00B1-M00090)",ASUS,,790.68,894.18,842.43
HP Elite SFF 600 G9,HP,,804.72,2097.99,1451.36
"Lenovo ThinkCentre M70q Gen5
12TD000HSP",Lenovo,,864.0,1132.88,998.44
"ASUS NUC 13 Pro Slim
90AR0081-M00070",ASUS,,716.63,823.11,769.87
"HP Elite SFF 800 G9
628D0ET",HP,,1157.11,1227.99,1192.55
"Lenovo IdeaCentre Gaming 5 17IAB7
90T100DHES",Lenovo,,1199.0,1601.79,1400.39
"ASUS Vivo PN53
PN53-BBR575HD",ASUS,,583.99,764.12,674.06
HP Mini Conference G9 9C428AW,HP,,611.63,1960.06,1285.85
"Lenovo ThinkCentre M70q
11MY0033SP",Lenovo,,790.49,943.3,866.89
ASUS Chromebox 5-S3006UN 90MS02N1-M001E0,ASUS,,963.16,1035.97,999.57
"HP Z1 G9 Tower
996X4ET",HP,,1708.04,2416.83,2062.43
